facility_id,score
050696,55
050697,"Not Available"
050701,45
050704,76
050708,"Not Available"
050709,79
050710,54
050714,"Not Available"
050717,73
050723,64
050724,47
050726,"Not Available"
050735,67
050736,78
050737,57
050738,62
050739,82
050740,91
050742,81
050744,54
050745,50
050746,54
050747,75
050748,61
050755,81
050757,82
050758,89
050760,83
050761,75
050763,"Not Available"
050764,75
050765,90
050766,"Not Available"
050767,76
050769,"Not Available"
050770,42
050771,48
050772,89
050775,40
050776,50
050777,95
050778,"Not Available"
050779,72
050780,"Not Available"
050782,"Not Available"
050783,"Not Available"
050784,15
050785,"Not Available"
051300,"Not Available"
051301,80
051302,"Not Available"
051303,"Not Available"
051304,"Not Available"
051305,"Not Available"
051306,"Not Available"
051307,"Not Available"
051308,"Not Available"
051309,"Not Available"
051310,"Not Available"
051311,"Not Available"
051312,"Not Available"
051314,"Not Available"
051315,"Not Available"
051316,29
051317,"Not Available"
051318,"Not Available"
051319,65
051320,"Not Available"
051321,"Not Available"
051323,"Not Available"
051324,37
051325,"Not Available"
051326,"Not Available"
051327,"Not Available"
051328,93
051329,82
051330,"Not Available"
051331,"Not Available"
051332,72
051333,"Not Available"
051334,"Not Available"
051335,"Not Available"
051336,"Not Available"
051337,"Not Available"
053300,"Not Available"
053301,"Not Available"
053302,"Not Available"
053303,"Not Available"
053304,"Not Available"
053305,"Not Available"
053306,"Not Available"
053308,"Not Available"
053309,"Not Available"
053311,"Not Available"
060001,61
060003,52
060004,67
060006,55
060008,61
060009,81
060010,83
060011,38
060012,67
060013,55
060014,78
060015,83
060020,69
060022,83
060023,68
060024,57
060027,33
060028,62
060030,58
060031,73
060032,70
060034,65
06003F,"Not Available"
060044,"Not Available"
060049,100
060054,73
060064,66
060065,56
060071,71
060075,45
060076,58
060096,86
060100,72
060103,60
060104,59
060107,"Not Available"
060112,76
060113,80
060114,65
060116,67
060117,"Not Available"
060118,73
060119,72
060124,"Not Available"
060125,62
060126,78
060128,59
060129,"Not Available"
060130,"Not Available"
060131,57
060132,67
061300,"Not Available"
061301,"Not Available"
061302,"Not Available"
061303,"Not Available"
061304,"Not Available"
061305,"Not Available"
061306,"Not Available"
061307,"Not Available"
061308,"Not Available"
061309,"Not Available"
061310,"Not Available"
061311,"Not Available"
061312,"Not Available"
061313,"Not Available"
061314,"Not Available"
061315,"Not Available"
061316,"Not Available"
061317,80
061318,"Not Available"
061319,"Not Available"
061320,"Not Available"
061321,"Not Available"
061322,"Not Available"
061323,"Not Available"
061324,"Not Available"
061325,"Not Available"
061326,"Not Available"
061327,32
061328,"Not Available"
061336,"Not Available"
061343,"Not Available"
061344,61
063301,"Not Available"
063303,"Not Available"
070002,43
070003,81
070004,76
070005,35
070006,54
070007,58
070008,70
070010,48
070011,54
070012,"Not Available"
070016,75
070017,56
070018,"Not Available"
070020,66
070021,84
070022,31
070024,54
070025,53
070027,38
070028,48
070029,55
070031,36
070033,32
070034,50
070035,60
070036,36
070038,"Not Available"
070039,"Not Available"
070040,"Not Available"
073300,"Not Available"
080001,52
080003,45
080004,48
080006,22
080007,71
080009,65
083300,"Not Available"
090001,33
090003,23
090004,50
090005,95
090008,25
090011,62
093300,"Not Available"
100001,54
100002,32
100006,58
100007,47
100008,83
100012,44
100014,65
100017,47
100018,64
100019,64
100022,54
100023,54
100025,56
100026,39
100028,67
100029,78
100030,100
100032,28
100034,57
100035,48
100038,71
100039,70
100040,62
100043,73
100044,50
100045,72
100046,84
100047,63
100048,"Not Available"
100049,59
100050,87
100051,89
100052,66
100053,35
100054,57
100055,99
100057,70
100062,70
100063,70
100067,56
100068,79
100069,76
100070,59
100071,58
100072,71
100073,49
100075,63
100077,41
100080,67
100081,"Not Available"
100084,64
100086,79
100087,60
100088,42
100090,72
100092,74
100093,33
100099,50
100105,75
100106,"Not Available"
100107,79
100109,60
100110,52
100113,68
100117,44
100118,57
100121,65
100122,33
100124,61
100125,63
100126,92
100127,77
100128,52
100130,63
100131,45
100132,75
100134,"Not Available"
100135,21
100137,56
10013F,"Not Available"
100140,42
100142,86
100150,60
100151,64
100154,71
100156,54
100157,45
100161,73
100166,82
100167,85
100168,56
100173,79
100175,64
100176,25
100177,74
100179,67
100180,83
100181,95
100183,68
100187,53
100189,74
100191,68
100200,77
100204,38
100206,89
100209,57
100211,71
100212,60
100213,63
100217,41
10021F,"Not Available"
100220,32
100223,59
100224,49
100226,66
100228,76
100230,79
100231,92
100232,57
100236,83
100238,70
100242,46
100243,68
100244,51
100246,66
100248,52
100249,42
100252,82
100253,64
100254,74
100256,65
100258,42
100259,83
100260,71
100264,69
100265,75
100266,28
100267,82
100268,65
100269,63
100275,52
100276,76
100277,"Not Available"
100281,68
100284,"Not Available"
100285,88
100286,35
100287,29
100288,38
100289,59
100290,48
100291,64
100292,100
100296,"Not Available"
100298,"Not Available"
100299,98
100302,60
100307,76
100313,"Not Available"
100314,79
100315,83
100316,89
100319,87
100320,60
100321,73
100329,52
100330,55
101300,"Not Available"
101303,"Not Available"
101304,"Not Available"
101305,"Not Available"
101307,"Not Available"
101308,"Not Available"
101309,"Not Available"
101311,"Not Available"
101312,"Not Available"
101313,"Not Available"
103300,"Not Available"
103301,"Not Available"
103304,"Not Available"
110001,51
110002,36
110003,88
110005,62
110006,51
110007,29
110008,65
110010,44
110011,50
110015,53
110016,64
110018,23
110023,48
110024,72
110025,23
110027,65
110028,66
110029,32
110030,74
110031,68
110032,16
110034,50
110035,88
110036,83
110038,15
110040,"Not Available"
110041,96
110042,71
110043,55
110044,57
110045,"Not Available"
110046,67
110050,85
110051,74
110054,48
110064,39
110069,28
110071,"Not Available"
110073,"Not Available"
110074,63
110075,26
110076,44
110078,24
110079,36
110082,37
110083,52
110086,"Not Available"
110087,40
110089,74
110091,43
110092,"Not Available"
110095,53
110100,"Not Available"
110101,"Not Available"
110104,49
110105,67
110107,54
110109,36
110111,"Not Available"
110113,"Not Available"
110115,56
110121,"Not Available"
110122,48
110124,"Not Available"
110125,67
110128,56
110129,37
110130,"Not Available"
110132,33
110135,33
110142,33
110143,80
110146,25
110150,68
110153,48
110161,65
110164,80
110165,85
110168,77
110177,84
110184,84
110189,79
110190,"Not Available"
110191,58
110192,55
110194,"Not Available"
110198,64
110200,70
110201,83
110209,"Not Available"
110215,75
110225,70
110226,28
110229,58
110230,46
110233,70
110234,"Not Available"
110236,"Not Available"
110237,"Not Available"
11032F,"Not Available"
11033F,79
11035F,"Not Available"
111302,"Not Available"
111303,"Not Available"
111304,"Not Available"
111305,7
111306,"Not Available"
111308,"Not Available"
111310,29
111311,"Not Available"
111312,"Not Available"
111313,23
111314,"Not Available"
111316,"Not Available"
111318,"Not Available"
111319,"Not Available"
111320,"Not Available"
111323,"Not Available"
111324,"Not Available"
111325,"Not Available"
111326,"Not Available"
111327,0
111328,"Not Available"
111329,62
111330,"Not Available"
111331,"Not Available"
111332,"Not Available"
111333,74
111334,58
111335,"Not Available"
111336,"Not Available"
111337,"Not Available"
113300,"Not Available"
113301,"Not Available"
120001,48
120002,66
120004,84
120005,72
120006,90
120007,69
120011,92
120014,59
120019,69
12001F,67
120022,66
120026,76
120028,35
121300,65
121301,"Not Available"
121302,"Not Available"
121303,"Not Available"
121304,"Not Available"
121305,"Not Available"
121306,"Not Available"
121307,"Not Available"
121308,"Not Available"
123300,"Not Available"
123301,"Not Available"
130002,54
130003,61
130006,43
130007,66
130013,50
130014,67
130018,52
130025,81
130028,57
130049,63
130063,"Not Available"
130065,"Not Available"
130066,"Not Available"
130071,53
130073,"Not Available"
130074,54
131301,"Not Available"
131302,"Not Available"
131303,"Not Available"
131304,"Not Available"
131305,"Not Available"
131307,"Not Available"
131308,"Not Available"
131309,"Not Available"
131310,"Not Available"
131311,"Not Available"
131312,"Not Available"
131313,"Not Available"
131314,"Not Available"
131315,"Not Available"
131316,"Not Available"
131317,"Not Available"
131318,"Not Available"
131319,"Not Available"
131320,"Not Available"
131321,"Not Available"
131322,"Not Available"
131323,"Not Available"
131324,"Not Available"
131325,"Not Available"
131326,47
131327,"Not Available"
131328,"Not Available"
140001,40
140002,30
140007,58
140008,39
140010,61
140011,52
140012,65
140013,65
140015,55
140018,60
140019,"Not Available"
140029,58
140030,72
140032,72
140034,50
140040,68
140043,68
140046,82
140048,49
140049,20
140052,56
140053,53
140054,31
140058,39
140059,15
140062,45
140063,54
140064,43
140065,71
140067,44
140068,5
140077,"Not Available"
140080,64
140082,34
140083,"Not Available"
140084,71
140088,"Not Available"
140089,42
140091,56
140093,49
140095,30
140100,73
140101,52
140103,66
140110,61
140113,73
140114,33
140115,50
140116,55
140117,33
140119,16
140120,66
140122,71
140124,28
140125,68
140127,82
140130,57
140133,36
140135,37
140137,"Not Available"
140143,57
140145,65
140147,10
140148,43
140150,52
140155,52
140158,56
140160,37
140161,58
140162,45
140164,48
140166,38
140167,30
140172,34
140174,72
140177,3
140179,27
140180,79
140181,73
140182,64
140184,70
140185,21
140186,71
140187,74
140189,56
140191,28
140197,"Not Available"
140200,74
140202,68
140206,71
140208,53
140209,62
140210,50
140211,51
140213,46
140217,77
140223,63
140224,75
140228,43
140231,74
140233,52
140234,74
140239,41
140240,"Not Available"
140242,84
140251,23
140252,74
140258,57
140275,50
140276,39
140280,61
140281,54
140286,62
140288,58
140289,30
140290,69
140291,71
140292,77
140294,"Not Available"
140300,"Not Available"
140304,71
141300,"Not Available"
141301,"Not Available"
141302,"Not Available"
141303,"Not Available"
141304,"Not Available"
141305,"Not Available"
141306,"Not Available"
141307,"Not Available"
141308,"Not Available"
141309,"Not Available"
141310,"Not Available"
141311,"Not Available"
141312,"Not Available"
141313,"Not Available"
141315,"Not Available"
141316,"Not Available"
141317,"Not Available"
141318,"Not Available"
141319,"Not Available"
141320,72
141321,"Not Available"
141322,"Not Available"
141323,"Not Available"
141324,"Not Available"
141325,85
141326,"Not Available"
141327,"Not Available"
141328,"Not Available"
141329,"Not Available"
141330,"Not Available"
141331,"Not Available"
141332,"Not Available"
141333,"Not Available"
141334,78
141335,"Not Available"
141336,69
141337,"Not Available"
141338,"Not Available"
141339,"Not Available"
141340,56
141341,"Not Available"
141342,"Not Available"
141343,"Not Available"
141344,"Not Available"
141345,"Not Available"
141346,"Not Available"
141347,"Not Available"
141348,93
141349,"Not Available"
141350,"Not Available"
141351,"Not Available"
143300,"Not Available"
143301,"Not Available"
143302,"Not Available"
150001,70
150002,46
150004,75
150005,66
150006,62
150007,29
150008,62
150009,69
150010,53
150011,41
150012,51
150015,57
150017,44
150018,50
150021,49
150022,50
150023,35
150024,74
150026,34
150029,"Not Available"
150030,76
150034,62
150035,52
150037,70
150042,39
150044,51
150045,86
150046,88
150047,76
150048,33
150051,38
150056,35
150057,53
150058,40
150059,44
150061,54
150065,65
150069,56
150072,69
150074,25
150075,50
150076,66
150082,63
150084,46
150086,45
150088,38
150089,54
150090,60
150091,58
150097,51
150100,37
150101,52
150102,"Not Available"
150104,70
150109,54
150112,86
150113,30
150115,68
150125,64
150126,40
150128,26
150133,57
150146,57
150149,"Not Available"
150150,56
150153,"Not Available"
150157,47
150158,36
150160,"Not Available"
150161,37
150162,20
150165,71
150166,"Not Available"
150167,"Not Available"
150168,"Not Available"
150169,22
150172,"Not Available"
150173,50
150177,"Not Available"
150179,"Not Available"
150181,"Not Available"
150183,85
151300,"Not Available"
151301,"Not Available"
151302,"Not Available"
151303,"Not Available"
151304,"Not Available"
151305,83
151306,"Not Available"
151307,"Not Available"
151308,"Not Available"
151309,"Not Available"
151310,50
151311,50
151312,69
151313,"Not Available"
151314,"Not Available"
151315,65
151316,73
151317,"Not Available"
151318,50
151319,"Not Available"
151320,"Not Available"
151322,38
151323,"Not Available"
151324,38
151325,"Not Available"
151326,"Not Available"
151327,"Not Available"
151328,67
151329,50
151330,31
151331,83
151332,65
151333,"Not Available"
151334,50
151335,"Not Available"
160001,78
160005,"Not Available"
160008,"Not Available"
160013,74
160016,52
160028,81
160029,38
160030,76
160032,63
160033,63
160040,79
160045,30
160047,55
160057,53
160058,20
160064,30
160067,73
160069,43
160079,64
160080,75
160082,46
160083,46
160089,96
160101,56
160104,52
160110,58
160112,88
160117,75
160122,80
160124,"Not Available"
160146,51
160147,41
160153,19
161300,"Not Available"
161301,"Not Available"
161302,"Not Available"
161303,"Not Available"
161304,"Not Available"
161305,"Not Available"
161306,"Not Available"
161307,"Not Available"
161308,"Not Available"
161309,"Not Available"
161310,"Not Available"
161311,"Not Available"
161312,"Not Available"
161313,"Not Available"
161314,"Not Available"
161315,"Not Available"
161316,"Not Available"
161317,"Not Available"
161318,"Not Available"
161319,"Not Available"
161320,"Not Available"
161321,"Not Available"
161322,"Not Available"
161323,"Not Available"
161324,"Not Available"
161325,"Not Available"
161326,"Not Available"
161327,"Not Available"
161328,"Not Available"
161329,"Not Available"
161330,"Not Available"
161331,"Not Available"
161332,"Not Available"
161333,"Not Available"
161334,"Not Available"
161335,"Not Available"
161336,"Not Available"
161337,"Not Available"
161338,"Not Available"
161339,"Not Available"
161340,"Not Available"
161341,"Not Available"
161342,"Not Available"
161343,"Not Available"
161344,"Not Available"
161345,"Not Available"
161346,"Not Available"
161347,"Not Available"
161348,"Not Available"
161349,"Not Available"
161350,"Not Available"
161351,"Not Available"
161352,"Not Available"
161353,"Not Available"
161354,"Not Available"
161355,"Not Available"
161356,"Not Available"
161357,"Not Available"
161358,"Not Available"
161359,"Not Available"
161360,"Not Available"
161361,"Not Available"
161362,"Not Available"
161363,"Not Available"
161364,"Not Available"
161365,77
161366,"Not Available"
161367,82
161368,"Not Available"
161369,"Not Available"
161370,"Not Available"
161371,"Not Available"
161372,64
161373,"Not Available"
161374,"Not Available"
161375,"Not Available"
161376,87
161377,"Not Available"
161378,"Not Available"
161379,"Not Available"
161380,"Not Available"
161381,"Not Available"
170006,77
170009,"Not Available"
170012,60
170013,54
170014,70
170016,67
170017,59
170020,49
170023,57
170027,50
17002F,"Not Available"
170040,56
170049,74
170068,23
170074,"Not Available"
170075,"Not Available"
170086,60
170103,69
170104,53
170105,44
170109,"Not Available"
170110,"Not Available"
170120,54
170122,47
170123,50
170137,46
170142,56
170145,63
170146,84
170150,"Not Available"
170166,"Not Available"
170175,92
170176,80
170182,56
170183,"Not Available"
170185,33
170186,"Not Available"
170187,"Not Available"
170188,"Not Available"
170190,"Not Available"
170191,50
170194,"Not Available"
170196,"Not Available"
170197,67
170198,"Not Available"
170199,"Not Available"
170200,52
170203,"Not Available"
170204,45
171300,"Not Available"
171301,"Not Available"
171303,"Not Available"
171304,"Not Available"
171306,"Not Available"
171307,"Not Available"
171308,"Not Available"
171309,"Not Available"
171310,"Not Available"
171311,"Not Available"
171312,"Not Available"
171313,"Not Available"
171314,"Not Available"
171315,"Not Available"
171316,"Not Available"
171317,"Not Available"
171318,"Not Available"
171319,"Not Available"
171321,"Not Available"
171322,"Not Available"
171323,"Not Available"
171324,"Not Available"
171325,"Not Available"
171326,"Not Available"
171327,"Not Available"
171328,"Not Available"
171329,"Not Available"
171330,"Not Available"
171331,"Not Available"
171332,"Not Available"
171333,"Not Available"
171334,"Not Available"
171335,"Not Available"
171336,"Not Available"
171337,"Not Available"
171338,"Not Available"
171339,"Not Available"
171340,"Not Available"
171341,"Not Available"
171342,"Not Available"
171343,"Not Available"
171344,"Not Available"
171345,"Not Available"
171346,"Not Available"
171347,"Not Available"
171348,"Not Available"
171349,"Not Available"
171350,"Not Available"
171351,"Not Available"
171352,"Not Available"
171353,"Not Available"
171354,"Not Available"
171355,"Not Available"
171356,"Not Available"
171357,"Not Available"
171358,"Not Available"
171359,"Not Available"
171360,"Not Available"
171361,"Not Available"
171362,"Not Available"
171363,"Not Available"
171364,"Not Available"
171365,"Not Available"
171367,"Not Available"
171368,"Not Available"
171369,"Not Available"
171370,"Not Available"
171371,"Not Available"
171372,"Not Available"
171373,"Not Available"
171374,"Not Available"
171375,"Not Available"
171376,"Not Available"
171377,"Not Available"
171378,"Not Available"
171379,"Not Available"
171380,71
171381,"Not Available"
171382,"Not Available"
171383,61
171384,84
171385,"Not Available"
173300,"Not Available"
180001,43
180002,22
180004,60
180005,22
180009,50
180010,68
180011,57
180012,40
180013,48
180016,"Not Available"
180017,57
180018,51
180019,81
180020,59
180024,53
180025,51
180027,17
180029,72
180035,55
180036,"Not Available"
180038,62
18003F,"Not Available"
180040,51
180043,68
180044,86
180045,53
180046,77
180048,43
180049,44
180050,53
180051,26
180056,36
180064,41
180066,"Not Available"
180067,6
180069,61
180070,59
180078,68
180079,79
180080,81
180087,51
180088,55
180092,76
180093,48
180095,"Not Available"
180101,61
180102,12
180103,56
180104,62
180105,"Not Available"
180106,"Not Available"
180115,"Not Available"
180116,41
180124,78
180127,66
180128,96
180130,47
180132,30
180138,75
180139,75
180141,56
180143,61
180149,"Not Available"
180154,"Not Available"
181301,"Not Available"
181302,"Not Available"
181304,"Not Available"
181305,"Not Available"
181306,"Not Available"
181307,"Not Available"
181308,"Not Available"
181309,"Not Available"
181310,"Not Available"
181311,"Not Available"
181314,"Not Available"
181315,"Not Available"
181316,"Not Available"
181317,"Not Available"
181318,"Not Available"
181319,"Not Available"
181320,"Not Available"
181321,"Not Available"
181322,"Not Available"
181323,"Not Available"
181324,"Not Available"
181325,"Not Available"
181327,"Not Available"
181328,71
181329,"Not Available"
181330,"Not Available"
181331,"Not Available"
181332,"Not Available"
190002,57
190004,59
190005,40
190006,64
190007,58
190008,79
190011,29
190013,43
190014,27
190015,48
190017,34
190019,30
190020,69
190025,67
190026,78
190027,38
190034,18
190036,52
190039,50
190040,52
190041,38
190044,47
190045,78
190046,57
190050,35
190053,52
190054,87
190060,17
190064,62
190065,96
190079,48
190081,"Not Available"
190086,66
190088,"Not Available"
190090,"Not Available"
190098,31
190099,"Not Available"
190102,54
190106,"Not Available"
190111,54
190114,"Not Available"
190116,13
190118,"Not Available"
190125,50
190128,"Not Available"
190133,"Not Available"
190140,18
190144,83
190145,0
190146,42
190151,"Not Available"
190160,61
190164,62
190167,61
190176,77
190183,73
190184,"Not Available"
190190,"Not Available"
190201,"Not Available"
190202,49
190204,80
190208,"Not Available"
190218,"Not Available"
190241,"Not Available"
190245,"Not Available"
190251,"Not Available"
190255,"Not Available"
190256,"Not Available"
190259,"Not Available"
190266,"Not Available"
190267,"Not Available"
190270,"Not Available"
190274,34
190278,"Not Available"
190298,"Not Available"
190300,"Not Available"
190302,"Not Available"
190303,"Not Available"
190307,"Not Available"
190308,44
190312,46
190313,39
190314,"Not Available"
190315,"Not Available"
190316,"Not Available"
190317,"Not Available"
190318,86
19050F,"Not Available"
191300,"Not Available"
191301,"Not Available"
191302,53
191303,"Not Available"
191304,"Not Available"
191305,91
191306,"Not Available"
191307,"Not Available"
191308,"Not Available"
191309,"Not Available"
191310,"Not Available"
191311,"Not Available"
191312,"Not Available"
191313,"Not Available"
191314,"Not Available"
191315,"Not Available"
191316,"Not Available"
191317,"Not Available"
191318,"Not Available"
191319,"Not Available"
191320,"Not Available"
191321,"Not Available"
191322,"Not Available"
191323,"Not Available"
191324,54
191325,"Not Available"
191326,"Not Available"
193300,"Not Available"
193301,"Not Available"
200001,65
200008,65
200009,73
200018,85
200019,34
200020,81
200021,67
200024,69
200031,56
200033,67
200034,75
200037,79
200039,38
200041,45
200050,80
200052,90
200063,62
201300,"Not Available"
201301,"Not Available"
201302,"Not Available"
201303,"Not Available"
201304,"Not Available"
201305,"Not Available"
201306,"Not Available"
201307,"Not Available"
201308,"Not Available"
201309,"Not Available"
201310,"Not Available"
201311,"Not Available"
201312,"Not Available"
201313,"Not Available"
201314,"Not Available"
201315,"Not Available"
210001,79
210002,48
210003,33
210004,66
210005,80
210006,44
210008,79
210009,49
210011,93
210012,54
210013,"Not Available"
210015,57
210016,59
210017,59
210018,43
210019,41
210022,68
210023,72
210024,58
210027,68
210028,72
210029,24
210030,45
210032,67
210033,41
210034,78
210035,81
210037,62
210038,73
210039,54
210040,31
210043,56
210044,51
210048,67
210049,46
210051,81
210055,"Not Available"
210056,45
210057,68
210058,"Not Available"
210060,82
210061,39
210062,30
210063,55
210064,"Not Available"
210065,71
21007F,56
213300,"Not Available"
213301,"Not Available"
220001,29
220002,55
220008,62
220010,56
220011,68
220012,57
220015,56
220016,44
220017,85
220019,30
220020,89
220024,87
220029,37
220030,53
220031,22
220033,45
220035,49
220036,"Not Available"
220046,60
220049,62
220052,47
220060,45
220062,"Not Available"
220063,44
220065,41
220066,44
220070,49
220071,68
220073,88
220074,62
220075,"Not Available"
220077,28
220080,86
220083,39
220084,74
220086,76
220088,"Not Available"
220090,36
220095,41
220098,82
220100,56
220101,56
220105,"Not Available"
220108,36
220110,47
220111,89
220116,35
220119,53
220126,"Not Available"
220135,62
220163,46
220171,67
220175,55
220176,40
220177,"Not Available"
221300,"Not Available"
221302,"Not Available"
221303,"Not Available"
223300,"Not Available"
223302,"Not Available"
223303,"Not Available"
223304,"Not Available"
230002,43
230003,73
230005,61
230013,"Not Available"
230015,55
230017,26
230019,33
230020,61
230021,63
230022,66
230024,29
230029,27
230030,63
230031,92
230035,79
230036,52
230037,42
230038,62
230041,74
230046,26
230047,47
230053,49
230054,46
230055,58
230058,71
230059,31
230066,50
230069,43
230070,66
230071,"Not Available"
230072,83
230075,46
230077,46
230078,"Not Available"
230080,41
230081,76
230085,"Not Available"
230089,65
230092,68
230093,53
230095,67
230096,"Not Available"
230097,60
230099,82
230100,93
230104,45
