facility_id,score
050778,"Not Available"
050779,129
050780,188
050782,"Not Available"
050783,96
050784,125
050785,"Not Available"
051300,"Not Available"
051301,186
051302,"Not Available"
051303,89
051304,139
051305,"Not Available"
051306,"Not Available"
051307,"Not Available"
051308,"Not Available"
051309,"Not Available"
051310,102
051311,"Not Available"
051312,"Not Available"
051314,195
051315,"Not Available"
051316,188
051317,120
051318,137
051319,114
051320,110
051321,"Not Available"
051323,209
051324,144
051325,"Not Available"
051326,130
051327,"Not Available"
051328,109
051329,136
051330,"Not Available"
051331,176
051332,120
051333,"Not Available"
051334,116
051335,"Not Available"
051336,86
051337,181
053300,"Not Available"
053301,"Not Available"
053302,"Not Available"
053303,"Not Available"
053304,"Not Available"
053305,"Not Available"
053306,"Not Available"
053308,"Not Available"
053309,"Not Available"
053311,"Not Available"
060001,151
060003,150
060004,156
060006,139
060008,145
060009,210
060010,136
060011,246
060012,145
060013,194
060014,117
060015,165
060020,185
060022,123
060023,183
060024,124
060027,128
060028,164
060030,142
060031,195
060032,150
060034,134
06003F,144
060044,85
060049,101
060054,116
060064,178
060065,144
060071,167
060075,163
060076,116
060096,121
060100,150
060103,127
060104,156
060107,"Not Available"
060112,163
060113,184
060114,162
060116,193
060117,79
060118,122
060119,136
060124,"Not Available"
060125,181
060126,116
060128,130
060129,111
060130,98
060131,128
060132,160
061300,"Not Available"
061301,"Not Available"
061302,126
061303,114
061304,"Not Available"
061305,112
061306,"Not Available"
061307,110
061308,112
061309,142
061310,"Not Available"
061311,154
061312,"Not Available"
061313,123
061314,136
061315,151
061316,110
061317,109
061318,122
061319,116
061320,138
061321,115
061322,"Not Available"
061323,117
061324,96
061325,126
061326,110
061327,118
061328,102
061336,"Not Available"
061343,"Not Available"
061344,140
063301,"Not Available"
063303,"Not Available"
070002,200
070003,122
070004,104
070005,177
070006,154
070007,119
070008,139
070010,125
070011,149
070012,134
070016,204
070017,169
070018,172
070020,159
070021,131
070022,187
070024,151
070025,242
070027,180
070028,168
070029,184
070031,165
070033,204
070034,186
070035,138
070036,198
070038,"Not Available"
070039,"Not Available"
070040,"Not Available"
073300,"Not Available"
080001,219
080003,168
080004,181
080006,221
080007,189
080009,173
083300,"Not Available"
090001,335
090003,197
090004,247
090005,260
090008,222
090011,225
093300,"Not Available"
100001,202
100002,144
100006,158
100007,174
100008,241
100012,184
100014,136
100017,207
100018,164
100019,216
100022,226
100023,135
100025,184
100026,156
100028,150
100029,196
100030,155
100032,156
100034,166
100035,161
100038,118
100039,153
100040,193
100043,132
100044,170
100045,188
100046,144
100047,137
100048,138
100049,111
100050,202
100051,138
100052,181
100053,160
100054,152
100055,111
100057,167
100062,129
100063,171
100067,193
100068,173
100069,154
100070,176
100071,130
100072,143
100073,136
100075,167
100077,140
100080,130
100081,159
100084,179
100086,152
100087,200
100088,134
100090,177
100092,136
100093,188
100099,147
100105,171
100106,177
100107,125
100109,158
100110,108
100113,266
100117,174
100118,142
100121,103
100122,156
100124,116
100125,216
100126,104
100127,173
100128,235
100130,130
100131,145
100132,163
100134,140
100135,180
100137,162
10013F,126
100140,162
100142,108
100150,113
100151,179
100154,246
100156,64
100157,156
100161,174
100166,143
100167,126
100168,162
100173,147
100175,132
100176,164
100177,166
100179,129
100180,122
100181,277
100183,158
100187,203
100189,137
100191,98
100200,131
100204,115
100206,136
100209,111
100211,150
100212,111
100213,130
100217,156
10021F,81
100220,211
100223,104
100224,138
100226,110
100228,148
100230,118
100231,120
100232,124
100236,144
100238,136
100242,144
100243,116
100244,201
100246,121
100248,128
100249,148
100252,136
100253,191
100254,122
100256,127
100258,174
100259,130
100260,112
100264,134
100265,160
100266,170
100267,154
100268,128
100269,141
100275,136
100276,152
100277,"Not Available"
100281,212
100284,278
100285,170
100286,133
100287,134
100288,156
100289,194
100290,161
100291,132
100292,192
100296,210
100298,"Not Available"
100299,125
100302,168
100307,141
100313,92
100314,177
100315,185
100316,174
100319,144
100320,104
100321,190
100329,122
100330,"Not Available"
101300,89
101303,"Not Available"
101304,"Not Available"
101305,"Not Available"
101307,"Not Available"
101308,"Not Available"
101309,122
101311,"Not Available"
101312,98
101313,124
103300,"Not Available"
103301,"Not Available"
103304,"Not Available"
110001,237
110002,144
110003,131
110005,146
110006,140
110007,243
110008,162
110010,344
110011,162
110015,137
110016,116
110018,224
110023,183
110024,156
110025,186
110027,156
110028,242
110029,179
110030,146
110031,158
110032,127
110034,206
110035,275
110036,147
110038,191
110040,80
110041,122
110042,157
110043,176
110044,170
110045,119
110046,119
110050,110
110051,170
110054,174
110064,165
110069,214
110071,133
110073,137
110074,178
110075,140
110076,270
110078,317
110079,330
110082,203
110083,176
110086,126
110087,236
110089,164
110091,186
110092,171
110095,236
110100,100
110101,"Not Available"
110104,210
110105,152
110107,226
110109,127
110111,180
110113,122
110115,172
110121,118
110122,192
110124,127
110125,111
110128,126
110129,226
110130,118
110132,128
110135,137
110142,115
110143,188
110146,165
110150,183
110153,156
110161,168
110164,146
110165,270
110168,165
110177,182
110184,156
110189,121
110190,"Not Available"
110191,212
110192,150
110194,185
110198,179
110200,141
110201,123
110209,"Not Available"
110215,180
110225,147
110226,160
110229,149
110230,209
110233,"Not Available"
110234,78
110236,124
110237,130
11032F,124
11033F,119
11035F,113
111302,105
111303,83
111304,90
111305,92
111306,105
111308,102
111310,167
111311,86
111312,105
111313,124
111314,92
111316,71
111318,112
111319,89
111320,120
111323,70
111324,154
111325,105
111326,88
111327,156
111328,88
111329,114
111330,92
111331,103
111332,92
111333,123
111334,130
111335,144
111336,102
111337,102
113300,"Not Available"
113301,"Not Available"
120001,148
120002,140
120004,99
120005,143
120006,140
120007,148
120011,"Not Available"
120014,165
120019,176
12001F,156
120022,138
120026,152
120028,136
121300,78
121301,92
121302,"Not Available"
121303,78
121304,75
121305,"Not Available"
121306,54
121307,76
121308,"Not Available"
123300,"Not Available"
123301,"Not Available"
130002,151
130003,120
130006,146
130007,134
130013,124
130014,124
130018,142
130025,127
130028,158
130049,174
130063,"Not Available"
130065,"Not Available"
130066,"Not Available"
130071,138
130073,"Not Available"
130074,134
131301,"Not Available"
131302,128
131303,128
131304,92
131305,"Not Available"
131307,108
131308,92
131309,88
131310,122
131311,109
131312,129
131313,"Not Available"
131314,113
131315,100
131316,72
131317,106
131318,122
131319,130
131320,145
131321,130
131322,174
131323,150
131324,100
131325,136
131326,135
131327,143
131328,182
140001,96
140002,134
140007,158
140008,160
140010,203
140011,146
140012,136
140013,130
140015,180
140018,225
140019,100
140029,150
140030,148
140032,134
140034,157
140040,105
140043,171
140046,187
140048,216
140049,166
140052,118
140053,169
140054,162
140058,207
140059,128
140062,187
140063,144
140064,150
140065,146
140067,265
140068,217
140077,126
140080,128
140082,151
140083,158
140084,125
140088,238
140089,125
140091,168
140093,151
140095,149
140100,176
140101,144
140103,236
140110,110
140113,134
140114,184
140115,130
140116,183
140117,166
140119,152
140120,109
140122,158
140124,203
140125,150
140127,182
140130,166
140133,166
140135,181
140137,126
140143,118
140145,120
140147,136
140148,215
140150,272
140155,114
140158,186
140160,160
140161,124
140162,182
140164,152
140166,141
140167,94
140172,261
140174,184
140177,168
140179,226
140180,158
140181,188
140182,184
140184,175
140185,191
140186,174
140187,206
140189,160
140191,126
140197,181
140200,147
140202,212
140206,155
140208,224
140209,209
140210,156
140211,179
140213,182
140217,150
140223,206
140224,134
140228,185
140231,126
140233,178
140234,116
140239,182
140240,"Not Available"
140242,195
140251,218
140252,161
140258,218
140275,162
140276,230
140280,134
140281,264
140286,162
140288,174
140289,176
140290,197
140291,158
140292,134
140294,128
140300,142
140304,134
141300,"Not Available"
141301,90
141302,"Not Available"
141303,"Not Available"
141304,86
141305,"Not Available"
141306,"Not Available"
141307,166
141308,85
141309,116
141310,"Not Available"
141311,158
141312,"Not Available"
141313,88
141315,124
141316,"Not Available"
141317,"Not Available"
141318,129
141319,124
141320,91
141321,121
141322,142
141323,"Not Available"
141324,"Not Available"
141325,129
141326,75
141327,107
141328,"Not Available"
141329,"Not Available"
141330,"Not Available"
141331,"Not Available"
141332,124
141333,"Not Available"
141334,145
141335,116
141336,"Not Available"
141337,123
141338,174
141339,130
141340,138
141341,122
141342,139
141343,86
141344,"Not Available"
141345,145
141346,"Not Available"
141347,"Not Available"
141348,111
141349,"Not Available"
141350,"Not Available"
141351,132
143300,"Not Available"
143301,"Not Available"
143302,"Not Available"
150001,145
150002,166
150004,146
150005,162
150006,152
150007,144
150008,143
150009,196
150010,159
150011,139
150012,225
150015,173
150017,155
150018,157
150021,122
150022,117
150023,192
150024,169
150026,151
150029,"Not Available"
150030,135
150034,190
150035,156
150037,151
150042,126
150044,150
150045,132
150046,134
150047,114
150048,172
150051,153
150056,165
150057,119
150058,163
150059,119
150061,104
150065,105
150069,131
150072,159
150074,151
150075,112
150076,134
150082,146
150084,141
150086,153
150088,188
150089,192
150090,182
150091,125
150097,136
150100,162
150101,109
150102,116
150104,123
150109,151
150112,137
150113,150
150115,141
150125,163
150126,156
150128,139
150133,180
150146,96
150149,126
150150,128
150153,178
150157,169
150158,193
150160,"Not Available"
150161,168
150162,181
150165,152
150166,"Not Available"
150167,"Not Available"
150168,"Not Available"
150169,166
150172,"Not Available"
150173,159
150177,"Not Available"
150179,"Not Available"
150181,159
150183,91
151300,"Not Available"
151301,126
151302,91
151303,118
151304,127
151305,128
151306,104
151307,93
151308,125
151309,140
151310,121
151311,111
151312,106
151313,"Not Available"
151314,121
151315,122
151316,88
151317,"Not Available"
151318,151
151319,147
151320,132
151322,"Not Available"
151323,127
151324,102
151325,96
151326,139
151327,"Not Available"
151328,158
151329,114
151330,117
151331,202
151332,106
151333,106
151334,90
151335,98
160001,138
160005,109
160008,100
160013,118
160016,140
160028,112
160029,150
160030,130
160032,114
160033,170
160040,134
160045,145
160047,122
160057,119
160058,240
160064,176
160067,208
160069,147
160079,89
160080,115
160082,187
160083,208
160089,179
160101,122
160104,132
160110,152
160112,116
160117,126
160122,114
160124,109
160146,162
160147,120
160153,192
161300,98
161301,"Not Available"
161302,"Not Available"
161303,59
161304,114
161305,"Not Available"
161306,108
161307,85
161308,97
161309,84
161310,106
161311,"Not Available"
161312,138
161313,86
161314,104
161315,"Not Available"
161316,106
161317,"Not Available"
161318,"Not Available"
161319,124
161320,"Not Available"
161321,99
161322,92
161323,"Not Available"
161324,95
161325,104
161326,95
161327,100
161328,92
161329,80
161330,110
161331,98
161332,85
161333,"Not Available"
161334,"Not Available"
161335,"Not Available"
161336,122
161337,"Not Available"
161338,"Not Available"
161339,162
161340,122
161341,116
161342,105
161343,155
161344,"Not Available"
161345,"Not Available"
161346,137
161347,"Not Available"
161348,122
161349,116
161350,"Not Available"
161351,164
161352,112
161353,102
161354,114
161355,128
161356,"Not Available"
161357,125
161358,"Not Available"
161359,90
161360,77
161361,131
161362,151
161363,132
161364,"Not Available"
161365,89
161366,106
161367,"Not Available"
161368,125
161369,"Not Available"
161370,"Not Available"
161371,"Not Available"
161372,115
161373,"Not Available"
161374,"Not Available"
161375,152
161376,87
161377,134
161378,"Not Available"
161379,"Not Available"
161380,106
161381,"Not Available"
170006,106
170009,103
170012,112
170013,105
170014,117
170016,150
170017,118
170020,123
170023,110
170027,86
17002F,147
170040,285
170049,151
170068,164
170074,132
170075,84
170086,181
170103,120
170104,164
170105,82
170109,121
170110,111
170120,110
170122,176
170123,120
170137,175
170142,139
170145,106
170146,150
170150,80
170166,131
170175,112
170176,152
170182,139
170183,"Not Available"
170185,83
170186,"Not Available"
170187,"Not Available"
170188,"Not Available"
170190,"Not Available"
170191,106
170194,"Not Available"
170196,"Not Available"
170197,112
170198,"Not Available"
170199,"Not Available"
170200,120
170203,"Not Available"
170204,102
171300,114
171301,100
171303,78
171304,123
171306,126
171307,125
171308,95
171309,96
171310,152
171311,108
171312,"Not Available"
171313,150
171314,224
171315,101
171316,120
171317,"Not Available"
171318,"Not Available"
171319,105
171321,120
171322,121
171323,103
171324,103
171325,120
171326,108
171327,141
171328,85
171329,137
171330,90
171331,68
171332,82
171333,"Not Available"
171334,68
171335,161
171336,77
171337,110
171338,105
171339,130
171340,104
171341,97
171342,121
171343,126
171344,94
171345,93
171346,121
171347,131
171348,130
171349,"Not Available"
171350,"Not Available"
171351,132
171352,104
171353,130
171354,98
171355,129
171356,103
171357,88
171358,120
171359,"Not Available"
171360,144
171361,115
171362,"Not Available"
171363,94
171364,100
171365,86
171367,68
171368,130
171369,97
171370,132
171371,"Not Available"
171372,124
171373,130
171374,107
171375,147
171376,192
171377,97
171378,94
171379,111
171380,120
171381,148
171382,132
171383,100
171384,118
171385,76
173300,"Not Available"
180001,150
180002,138
180004,124
180005,206
180009,192
180010,137
180011,196
180012,179
180013,210
180016,162
180017,158
180018,163
180019,118
180020,177
180024,144
180025,165
180027,162
180029,171
180035,144
180036,"Not Available"
180038,181
18003F,160
180040,172
180043,138
180044,154
180045,146
180046,99
180048,135
180049,161
180050,161
180051,177
180056,130
180064,158
180066,109
180067,152
180069,166
180070,94
180078,141
180079,134
180080,196
180087,138
180088,200
180092,134
180093,160
180095,108
180101,128
180102,189
180103,256
180104,198
180105,111
180106,114
180115,144
180116,113
180124,132
180127,151
180128,163
180130,206
180132,133
180138,132
180139,111
180141,194
180143,208
180149,97
180154,135
181301,116
181302,78
181304,"Not Available"
181305,116
181306,110
181307,154
181308,85
181309,131
181310,80
181311,102
181314,"Not Available"
181315,103
181316,84
181317,90
181318,"Not Available"
181319,169
181320,87
181321,"Not Available"
181322,91
181323,96
181324,"Not Available"
181325,150
181327,"Not Available"
181328,133
181329,"Not Available"
181330,"Not Available"
181331,91
181332,118
190002,162
190004,178
190005,264
190006,153
190007,174
190008,136
190011,106
190013,142
190014,90
190015,136
190017,151
190019,236
190020,176
190025,104
190026,171
190027,184
190034,101
190036,155
190039,138
190040,222
190041,118
190044,109
190045,164
190046,96
190050,141
190053,104
190054,115
190060,190
190064,156
190065,188
190079,105
190081,120
190086,150
190088,96
190090,102
190098,193
190099,74
190102,137
190106,124
190111,132
190114,146
190116,111
190118,122
190125,205
190128,152
190133,102
190140,172
190144,118
190145,127
190146,153
190151,73
190160,176
190164,81
190167,95
190176,138
190183,139
190184,126
190190,"Not Available"
190201,136
190202,145
190204,162
190208,88
190218,211
190241,"Not Available"
190245,"Not Available"
190251,"Not Available"
190255,"Not Available"
190256,"Not Available"
190259,"Not Available"
190266,"Not Available"
190267,"Not Available"
190270,"Not Available"
190274,140
190278,"Not Available"
190298,"Not Available"
190300,"Not Available"
190302,"Not Available"
190303,"Not Available"
190307,"Not Available"
190308,123
190312,114
190313,145
190314,"Not Available"
190315,"Not Available"
190316,129
190317,"Not Available"
190318,103
19050F,136
191300,71
191301,74
191302,82
191303,81
191304,"Not Available"
191305,"Not Available"
191306,84
191307,"Not Available"
191308,"Not Available"
191309,"Not Available"
191310,"Not Available"
191311,"Not Available"
191312,"Not Available"
191313,"Not Available"
191314,"Not Available"
191315,88
191316,118
191317,116
191318,"Not Available"
191319,"Not Available"
191320,"Not Available"
191321,79
191322,112
191323,"Not Available"
191324,87
191325,60
191326,96
193300,"Not Available"
193301,"Not Available"
200001,209
200008,166
200009,240
200018,166
200019,178
200020,133
200021,183
200024,166
200031,117
200033,224
200034,150
200037,164
200039,191
200041,143
200050,159
200052,118
200063,129
201300,135
201301,"Not Available"
201302,125
201303,108
201304,116
201305,129
201306,109
201307,"Not Available"
201308,141
201309,149
201310,112
201311,129
201312,114
201313,155
201314,97
201315,149
210001,224
210002,258
210003,233
210004,272
210005,202
210006,206
210008,197
210009,282
210011,219
210012,192
210013,212
210015,267
210016,299
210017,120
210018,237
210019,180
210022,205
210023,193
210024,180
210027,226
210028,217
210029,334
210030,156
210032,225
210033,222
210034,129
210035,206
210037,162
210038,207
210039,204
210040,291
210043,255
210044,230
210048,226
210049,287
210051,234
210055,"Not Available"
210056,205
210057,168
210058,"Not Available"
210060,158
210061,110
210062,227
210063,226
210064,"Not Available"
210065,228
21007F,196
213300,"Not Available"
213301,"Not Available"
220001,182
220002,135
220008,168
220010,195
220011,157
220012,204
220015,172
220016,204
220017,146
220019,152
220020,165
220024,184
220029,148
220030,147
220031,234
220033,192
220035,201
220036,124
220046,154
220049,170
220052,187
220060,237
220062,"Not Available"
220063,182
220065,153
220066,150
220070,197
220071,280
220073,161
220074,166
220075,122
220077,335
220080,162
220083,253
220084,176
220086,334
220088,"Not Available"
220090,236
220095,145
220098,122
220100,199
220101,209
220105,163
220108,182
220110,228
220111,270
220116,179
220119,235
220126,"Not Available"
220135,147
220163,250
220171,198
220175,198
220176,184
220177,136
221300,140
221302,115
221303,155
223300,"Not Available"
223302,"Not Available"
223303,"Not Available"
223304,"Not Available"
230002,134
230003,140
230005,149
230013,"Not Available"
230015,116
230017,208
230019,187
230020,215
230021,141
230022,138
230024,164
230029,161
230030,152
230031,100
230035,166
230036,171
230037,155
230038,169
230041,142
230046,331
230047,238
230053,187
230054,159
230055,157
230058,200
230059,167
230066,159
230069,146
230070,163
230071,"Not Available"
230072,152
230075,164
230077,134
230078,102
230080,133
230081,147
230085,118
230089,184
230092,176
230093,137
230095,151
230096,86
230097,208
230099,148
230100,105
230104,142
230105,180
230108,120
230110,136
230117,165
230118,111
230121,143
230130,268
230132,281
230133,162
230141,151
230142,174
230144,"Not Available"
230146,178
230151,155
230156,235
230165,185
230167,168
230174,159
230176,182
230180,129
230193,185
230195,206
230197,222
230207,98
230208,112
230216,138
230217,136
230222,160
230227,187
230230,254
230236,157
230239,125
230241,139
230244,136
230254,157
230259,183
230264,"Not Available"
230269,213
230270,170
230273,158
230275,"Not Available"
230277,150
230279,"Not Available"
230297,"Not Available"
230301,"Not Available"
230302,230
230303,116
231300,78
231301,104
231303,150
231304,150
231305,102
231306,119
231307,116
231308,119
231309,81
231310,110
231311,84
231312,122
231313,130
231314,105
231315,113
231316,96
231317,84
231318,125
231319,139
231320,88
231321,130
231322,123
231323,118
231324,105
231325,115
231326,160
231327,168
231328,126
231329,76
231330,102
231331,138
231332,140
231333,122
231337,161
231338,165
231339,136
233300,"Not Available"
240001,156
240002,179
240004,211
240006,103
240010,233
240014,158
240018,134
240019,"Not Available"
240020,206
240022,121
240030,123
240036,213
240038,208
240040,148
240043,118
240044,127
240047,163
240050,169
240052,145
240053,215
240056,160
240057,194
240059,166
240063,147
240064,167
240066,157
240069,166
240071,168
240075,128
240076,171
240078,176
240080,200
240084,160
240088,157
240093,176
240100,161
240101,132
240104,180
240106,178
240115,204
240141,144
240166,83
240187,126
240206,81
240207,175
240210,190
240213,163
240214,144
241300,"Not Available"
241301,98
241302,91
241303,105
241304,97
241305,120
241306,103
241308,129
241309,91
241311,"Not Available"
241312,124
241313,90
241314,112
241315,126
241316,86
241317,"Not Available"
241318,149
241319,120
241320,103
241321,102
241322,164
241323,"Not Available"
241325,158
241326,132
241327,103
241328,65
241329,"Not Available"
241330,128
241332,126
241333,87
241334,112
241335,95
241336,"Not Available"
241337,96
241338,99
241339,103
241340,110
241341,108
241342,119
241343,142
241344,108
241345,88
241346,92
241347,104
241348,114
241349,118
241350,98
241351,136
241353,119
241354,131
241355,154
241356,83
241357,94
241358,70
241359,118
241360,110
241361,134
241362,105
241363,200
241364,129
241365,"Not Available"
241366,103
241367,135
241368,122
241369,140
241370,119
241371,106
241372,108
241373,"Not Available"
241374,151
241375,"Not Available"
241376,144
241377,124
241378,160
241379,"Not Available"
241380,128
241381,107
243300,"Not Available"
243302,"Not Available"
250001,181
250002,97
250004,144
250006,114
250007,142
250009,156
250012,108
250017,"Not Available"
250018,"Not Available"
250019,164
250020,80
250025,119
250027,98
250031,157
250034,132
250036,117
250038,96
250040,146
250042,180
250043,98
250044,80
250048,229
250049,"Not Available"
250050,124
250057,132
250058,94
250060,156
250061,"Not Available"
250067,104
250069,126
250072,144
250077,109
250078,208
250081,"Not Available"
250082,135
250084,183
250085,124
250093,134
250094,128
250095,132
250096,107
250097,112
250099,135
250100,120
250102,172
250104,184
250117,125
250123,128
250124,91
250127,113
250128,141
250134,"Not Available"
250136,"Not Available"
250138,127
250141,181
250151,"Not Available"
250152,"Not Available"
250162,97
250163,"Not Available"
250167,190
250168,124
25039F,153
251300,"Not Available"
251302,"Not Available"
251304,105
251305,"Not Available"
251306,92
251307,"Not Available"
251308,101
251309,"Not Available"
251312,121
251313,100
251314,"Not Available"
251315,102
251316,87
251317,101
251318,"Not Available"
251319,123
251320,"Not Available"
251322,78
251323,98
251324,"Not Available"
251325,84
251326,"Not Available"
251327,"Not Available"
251329,"Not Available"
251330,71
251331,90
251333,72
251334,"Not Available"
251335,"Not Available"
251336,82
251337,118
251338,"Not Available"
260001,181
260005,183
260006,204
260009,168
260011,172
260017,186
260020,187
260022,152
260023,188
260024,130
260025,140
260027,96
26002F,152
260032,296
260034,81
260040,183
260047,166
260048,200
260050,145
260052,141
260057,106
260059,157
260061,92
260062,124
260064,120
260065,258
260068,184
260070,112
260074,120
260077,220
260078,177
260081,194
260085,149
260091,144
260094,148
260095,140
260096,200
260097,116
260102,146
260104,221
260105,334
260108,228
260110,161
260113,133
260119,149
260137,283
260138,186
260141,146
260142,72
260160,151
260162,175
260163,207
260175,200
260176,154
260177,151
260179,156
260180,185
260183,167
260186,148
260190,154
260191,193
260193,119
260195,172
260200,207
260209,70
260210,108
260214,90
260216,181
260219,154
261301,126
261302,66
261303,"Not Available"
261305,76
261306,87
261307,96
261308,120
