facility_id,score
050137,"Not Available"
050138,"Not Available"
050139,"Not Available"
050140,"Not Available"
050145,"Not Available"
050149,"Not Available"
050150,83
050152,"Not Available"
050158,"Not Available"
050159,"Not Available"
05015F,"Not Available"
050167,"Not Available"
050168,88
050169,"Not Available"
050174,"Not Available"
050179,43
050180,"Not Available"
050191,"Not Available"
050192,"Not Available"
050194,"Not Available"
050195,"Not Available"
050197,"Not Available"
050204,"Not Available"
05020F,"Not Available"
050211,"Not Available"
050222,"Not Available"
050224,"Not Available"
050226,"Not Available"
050228,"Not Available"
05022F,"Not Available"
050230,"Not Available"
050231,"Not Available"
050232,"Not Available"
050234,"Not Available"
050235,"Not Available"
050236,"Not Available"
050238,"Not Available"
050239,"Not Available"
050242,"Not Available"
050243,"Not Available"
050245,"Not Available"
050248,"Not Available"
050254,"Not Available"
050257,"Not Available"
050261,"Not Available"
050262,"Not Available"
050272,"Not Available"
050276,"Not Available"
050278,"Not Available"
050279,"Not Available"
050280,"Not Available"
050281,"Not Available"
050283,62
050289,"Not Available"
050290,"Not Available"
050291,79
050292,93
050295,82
050298,"Not Available"
050300,87
050301,"Not Available"
050305,"Not Available"
050308,"Not Available"
050309,"Not Available"
050313,88
050315,"Not Available"
050320,"Not Available"
050324,"Not Available"
050327,"Not Available"
050329,73
050334,"Not Available"
050335,"Not Available"
050336,"Not Available"
050342,"Not Available"
050348,"Not Available"
050350,"Not Available"
050351,"Not Available"
050352,"Not Available"
050353,"Not Available"
050357,"Not Available"
050360,"Not Available"
050367,90
050373,"Not Available"
050376,"Not Available"
050378,"Not Available"
050380,"Not Available"
050382,"Not Available"
050390,"Not Available"
050393,"Not Available"
050394,"Not Available"
050396,"Not Available"
05039F,"Not Available"
050407,"Not Available"
050411,"Not Available"
050414,100
050417,"Not Available"
05041F,"Not Available"
050423,"Not Available"
050424,"Not Available"
050425,"Not Available"
050426,"Not Available"
050438,"Not Available"
050441,"Not Available"
050444,84
050454,"Not Available"
050455,"Not Available"
050457,"Not Available"
050464,"Not Available"
050468,"Not Available"
050471,"Not Available"
050481,"Not Available"
050485,"Not Available"
050488,"Not Available"
050492,"Not Available"
050496,83
050498,"Not Available"
050503,92
050506,"Not Available"
050510,"Not Available"
050512,"Not Available"
050515,"Not Available"
050516,"Not Available"
050517,"Not Available"
050523,"Not Available"
050526,"Not Available"
050528,"Not Available"
050534,68
050537,"Not Available"
050541,"Not Available"
050543,"Not Available"
050546,"Not Available"
050549,"Not Available"
050551,"Not Available"
050557,"Not Available"
050561,"Not Available"
050567,82
050568,"Not Available"
050570,"Not Available"
050573,"Not Available"
050580,"Not Available"
050581,"Not Available"
050586,"Not Available"
050588,"Not Available"
050589,"Not Available"
050590,95
050597,"Not Available"
050599,"Not Available"
050603,"Not Available"
050604,"Not Available"
050608,"Not Available"
050609,"Not Available"
050624,"Not Available"
050625,"Not Available"
050633,"Not Available"
050636,67
050641,"Not Available"
050663,"Not Available"
050668,"Not Available"
050674,"Not Available"
050677,"Not Available"
050678,"Not Available"
050684,"Not Available"
050686,"Not Available"
050689,92
050690,"Not Available"
050696,"Not Available"
050697,"Not Available"
050701,91
050704,"Not Available"
050708,"Not Available"
050709,"Not Available"
050710,"Not Available"
050714,"Not Available"
050717,"Not Available"
050723,"Not Available"
050724,"Not Available"
050726,"Not Available"
050735,"Not Available"
050736,"Not Available"
050737,"Not Available"
050738,"Not Available"
050739,"Not Available"
050740,"Not Available"
050742,"Not Available"
050744,"Not Available"
050745,"Not Available"
050746,"Not Available"
050747,"Not Available"
050748,"Not Available"
050755,"Not Available"
050757,"Not Available"
050758,"Not Available"
050760,"Not Available"
050761,"Not Available"
050763,"Not Available"
050764,"Not Available"
050765,"Not Available"
050766,"Not Available"
050767,"Not Available"
050769,"Not Available"
050770,"Not Available"
050771,"Not Available"
050772,"Not Available"
050775,"Not Available"
050776,"Not Available"
050777,"Not Available"
050778,"Not Available"
050779,"Not Available"
050780,"Not Available"
050782,"Not Available"
050783,"Not Available"
050784,"Not Available"
050785,"Not Available"
051300,"Not Available"
051301,"Not Available"
051302,"Not Available"
051303,"Not Available"
051304,"Not Available"
051305,"Not Available"
051306,"Not Available"
051307,"Not Available"
051308,"Not Available"
051309,"Not Available"
051310,"Not Available"
051311,"Not Available"
051312,"Not Available"
051314,"Not Available"
051315,"Not Available"
051316,"Not Available"
051317,"Not Available"
051318,"Not Available"
051319,"Not Available"
051320,"Not Available"
051321,"Not Available"
051323,"Not Available"
051324,"Not Available"
051325,"Not Available"
051326,"Not Available"
051327,"Not Available"
051328,"Not Available"
051329,93
051330,"Not Available"
051331,"Not Available"
051332,"Not Available"
051333,"Not Available"
051334,"Not Available"
051335,"Not Available"
051336,"Not Available"
051337,"Not Available"
053300,"Not Available"
053301,"Not Available"
053302,"Not Available"
053303,"Not Available"
053304,"Not Available"
053305,"Not Available"
053306,"Not Available"
053308,"Not Available"
053309,"Not Available"
053311,"Not Available"
060001,"Not Available"
060003,75
060004,"Not Available"
060006,50
060008,"Not Available"
060009,"Not Available"
060010,58
060011,"Not Available"
060012,"Not Available"
060013,"Not Available"
060014,"Not Available"
060015,"Not Available"
060020,"Not Available"
060022,"Not Available"
060023,"Not Available"
060024,"Not Available"
060027,"Not Available"
060028,"Not Available"
060030,"Not Available"
060031,"Not Available"
060032,"Not Available"
060034,"Not Available"
06003F,"Not Available"
060044,"Not Available"
060049,"Not Available"
060054,"Not Available"
060064,"Not Available"
060065,95
060071,"Not Available"
060075,"Not Available"
060076,"Not Available"
060096,"Not Available"
060100,94
060103,"Not Available"
060104,100
060107,"Not Available"
060112,"Not Available"
060113,"Not Available"
060114,88
060116,57
060117,"Not Available"
060118,"Not Available"
060119,"Not Available"
060124,"Not Available"
060125,"Not Available"
060126,"Not Available"
060128,"Not Available"
060129,"Not Available"
060130,"Not Available"
060131,"Not Available"
060132,"Not Available"
061300,"Not Available"
061301,"Not Available"
061302,"Not Available"
061303,"Not Available"
061304,"Not Available"
061305,"Not Available"
061306,"Not Available"
061307,"Not Available"
061308,"Not Available"
061309,"Not Available"
061310,"Not Available"
061311,"Not Available"
061312,"Not Available"
061313,"Not Available"
061314,"Not Available"
061315,"Not Available"
061316,"Not Available"
061317,"Not Available"
061318,"Not Available"
061319,"Not Available"
061320,"Not Available"
061321,"Not Available"
061322,"Not Available"
061323,"Not Available"
061324,"Not Available"
061325,"Not Available"
061326,"Not Available"
061327,"Not Available"
061328,"Not Available"
061336,"Not Available"
061343,"Not Available"
061344,82
063301,"Not Available"
063303,"Not Available"
070002,"Not Available"
070003,82
070004,"Not Available"
070005,"Not Available"
070006,"Not Available"
070007,88
070008,"Not Available"
070010,62
070011,"Not Available"
070012,"Not Available"
070016,"Not Available"
070017,87
070018,"Not Available"
070020,80
070021,82
070022,"Not Available"
070024,64
070025,"Not Available"
070027,"Not Available"
070028,"Not Available"
070029,"Not Available"
070031,"Not Available"
070033,"Not Available"
070034,"Not Available"
070035,"Not Available"
070036,81
070038,"Not Available"
070039,"Not Available"
070040,"Not Available"
073300,"Not Available"
080001,"Not Available"
080003,"Not Available"
080004,"Not Available"
080006,58
080007,70
080009,"Not Available"
083300,"Not Available"
090001,"Not Available"
090003,"Not Available"
090004,"Not Available"
090005,"Not Available"
090008,"Not Available"
090011,"Not Available"
093300,"Not Available"
100001,"Not Available"
100002,"Not Available"
100006,"Not Available"
100007,"Not Available"
100008,"Not Available"
100012,"Not Available"
100014,88
100017,"Not Available"
100018,"Not Available"
100019,"Not Available"
100022,"Not Available"
100023,92
100025,"Not Available"
100026,"Not Available"
100028,"Not Available"
100029,"Not Available"
100030,"Not Available"
100032,"Not Available"
100034,"Not Available"
100035,"Not Available"
100038,"Not Available"
100039,"Not Available"
100040,"Not Available"
100043,"Not Available"
100044,"Not Available"
100045,"Not Available"
100046,"Not Available"
100047,"Not Available"
100048,"Not Available"
100049,"Not Available"
100050,"Not Available"
100051,"Not Available"
100052,"Not Available"
100053,"Not Available"
100054,"Not Available"
100055,"Not Available"
100057,64
100062,"Not Available"
100063,"Not Available"
100067,"Not Available"
100068,"Not Available"
100069,"Not Available"
100070,"Not Available"
100071,"Not Available"
100072,"Not Available"
100073,"Not Available"
100075,60
100077,"Not Available"
100080,"Not Available"
100081,"Not Available"
100084,73
100086,"Not Available"
100087,"Not Available"
100088,"Not Available"
100090,"Not Available"
100092,"Not Available"
100093,"Not Available"
100099,"Not Available"
100105,"Not Available"
100106,"Not Available"
100107,"Not Available"
100109,"Not Available"
100110,"Not Available"
100113,"Not Available"
100117,"Not Available"
100118,92
100121,"Not Available"
100122,90
100124,"Not Available"
100125,77
100126,"Not Available"
100127,"Not Available"
100128,"Not Available"
100130,"Not Available"
100131,"Not Available"
100132,"Not Available"
100134,"Not Available"
100135,"Not Available"
100137,"Not Available"
10013F,"Not Available"
100140,"Not Available"
100142,"Not Available"
100150,"Not Available"
100151,"Not Available"
100154,"Not Available"
100156,88
100157,"Not Available"
100161,"Not Available"
100166,"Not Available"
100167,"Not Available"
100168,"Not Available"
100173,"Not Available"
100175,"Not Available"
100176,"Not Available"
100177,"Not Available"
100179,"Not Available"
100180,"Not Available"
100181,"Not Available"
100183,"Not Available"
100187,"Not Available"
100189,"Not Available"
100191,86
100200,"Not Available"
100204,"Not Available"
100206,"Not Available"
100209,"Not Available"
100211,"Not Available"
100212,"Not Available"
100213,"Not Available"
100217,"Not Available"
10021F,"Not Available"
100220,"Not Available"
100223,91
100224,"Not Available"
100226,"Not Available"
100228,"Not Available"
100230,"Not Available"
100231,"Not Available"
100232,"Not Available"
100236,"Not Available"
100238,"Not Available"
100242,"Not Available"
100243,"Not Available"
100244,"Not Available"
100246,"Not Available"
100248,"Not Available"
100249,71
100252,86
100253,"Not Available"
100254,"Not Available"
100256,"Not Available"
100258,"Not Available"
100259,"Not Available"
100260,"Not Available"
100264,86
100265,"Not Available"
100266,"Not Available"
100267,88
100268,"Not Available"
100269,"Not Available"
100275,"Not Available"
100276,"Not Available"
100277,"Not Available"
100281,"Not Available"
100284,"Not Available"
100285,"Not Available"
100286,"Not Available"
100287,"Not Available"
100288,"Not Available"
100289,"Not Available"
100290,83
100291,"Not Available"
100292,"Not Available"
100296,"Not Available"
100298,"Not Available"
100299,"Not Available"
100302,"Not Available"
100307,"Not Available"
100313,"Not Available"
100314,"Not Available"
100315,"Not Available"
100316,"Not Available"
100319,"Not Available"
100320,"Not Available"
100321,"Not Available"
100329,"Not Available"
100330,"Not Available"
101300,"Not Available"
101303,"Not Available"
101304,"Not Available"
101305,"Not Available"
101307,"Not Available"
101308,"Not Available"
101309,"Not Available"
101311,"Not Available"
101312,"Not Available"
101313,"Not Available"
103300,"Not Available"
103301,"Not Available"
103304,"Not Available"
110001,"Not Available"
110002,"Not Available"
110003,93
110005,100
110006,"Not Available"
110007,69
110008,"Not Available"
110010,"Not Available"
110011,"Not Available"
110015,"Not Available"
110016,"Not Available"
110018,92
110023,"Not Available"
110024,"Not Available"
110025,"Not Available"
110027,"Not Available"
110028,"Not Available"
110029,40
110030,92
110031,82
110032,"Not Available"
110034,"Not Available"
110035,"Not Available"
110036,"Not Available"
110038,92
110040,"Not Available"
110041,"Not Available"
110042,"Not Available"
110043,82
110044,92
110045,"Not Available"
110046,93
110050,"Not Available"
110051,83
110054,"Not Available"
110064,"Not Available"
110069,27
110071,"Not Available"
110073,"Not Available"
110074,40
110075,"Not Available"
110076,"Not Available"
110078,"Not Available"
110079,"Not Available"
110082,"Not Available"
110083,"Not Available"
110086,"Not Available"
110087,66
110089,"Not Available"
110091,83
110092,"Not Available"
110095,"Not Available"
110100,"Not Available"
110101,"Not Available"
110104,"Not Available"
110105,"Not Available"
110107,82
110109,"Not Available"
110111,14
110113,"Not Available"
110115,"Not Available"
110121,"Not Available"
110122,27
110124,20
110125,"Not Available"
110128,"Not Available"
110129,"Not Available"
110130,"Not Available"
110132,"Not Available"
110135,"Not Available"
110142,"Not Available"
110143,85
110146,"Not Available"
110150,"Not Available"
110153,"Not Available"
110161,"Not Available"
110164,"Not Available"
110165,"Not Available"
110168,91
110177,"Not Available"
110184,"Not Available"
110189,"Not Available"
110190,"Not Available"
110191,93
110192,"Not Available"
110194,"Not Available"
110198,"Not Available"
110200,"Not Available"
110201,"Not Available"
110209,"Not Available"
110215,83
110225,"Not Available"
110226,"Not Available"
110229,"Not Available"
110230,"Not Available"
110233,"Not Available"
110234,"Not Available"
110236,"Not Available"
110237,"Not Available"
11032F,"Not Available"
11033F,"Not Available"
11035F,"Not Available"
111302,"Not Available"
111303,"Not Available"
111304,"Not Available"
111305,"Not Available"
111306,"Not Available"
111308,"Not Available"
111310,"Not Available"
111311,"Not Available"
111312,"Not Available"
111313,"Not Available"
111314,"Not Available"
111316,"Not Available"
111318,"Not Available"
111319,"Not Available"
111320,"Not Available"
111323,"Not Available"
111324,"Not Available"
111325,"Not Available"
111326,"Not Available"
111327,"Not Available"
111328,"Not Available"
111329,64
111330,"Not Available"
111331,"Not Available"
111332,"Not Available"
111333,"Not Available"
111334,"Not Available"
111335,"Not Available"
111336,"Not Available"
111337,"Not Available"
113300,"Not Available"
113301,"Not Available"
120001,"Not Available"
120002,"Not Available"
120004,"Not Available"
120005,"Not Available"
120006,"Not Available"
120007,"Not Available"
120011,"Not Available"
120014,"Not Available"
120019,"Not Available"
12001F,"Not Available"
120022,"Not Available"
120026,"Not Available"
120028,"Not Available"
121300,"Not Available"
121301,"Not Available"
121302,"Not Available"
121303,"Not Available"
121304,"Not Available"
121305,"Not Available"
121306,"Not Available"
121307,"Not Available"
121308,"Not Available"
123300,"Not Available"
123301,"Not Available"
130002,"Not Available"
130003,"Not Available"
130006,"Not Available"
130007,"Not Available"
130013,56
130014,"Not Available"
130018,"Not Available"
130025,"Not Available"
130028,"Not Available"
130049,65
130063,"Not Available"
130065,"Not Available"
130066,"Not Available"
130071,"Not Available"
130073,"Not Available"
130074,"Not Available"
131301,"Not Available"
131302,"Not Available"
131303,"Not Available"
131304,"Not Available"
131305,"Not Available"
131307,"Not Available"
131308,"Not Available"
131309,"Not Available"
131310,"Not Available"
131311,"Not Available"
131312,"Not Available"
131313,"Not Available"
131314,"Not Available"
131315,"Not Available"
131316,"Not Available"
131317,"Not Available"
131318,"Not Available"
131319,"Not Available"
131320,"Not Available"
131321,"Not Available"
131322,"Not Available"
131323,"Not Available"
131324,"Not Available"
131325,"Not Available"
131326,"Not Available"
131327,38
131328,"Not Available"
140001,"Not Available"
140002,"Not Available"
140007,"Not Available"
140008,"Not Available"
140010,"Not Available"
140011,"Not Available"
140012,100
140013,"Not Available"
140015,"Not Available"
140018,"Not Available"
140019,"Not Available"
140029,29
140030,"Not Available"
140032,73
140034,"Not Available"
140040,"Not Available"
140043,"Not Available"
140046,"Not Available"
140048,80
140049,"Not Available"
140052,"Not Available"
140053,"Not Available"
140054,"Not Available"
140058,76
140059,"Not Available"
140062,90
140063,"Not Available"
140064,55
140065,"Not Available"
140067,"Not Available"
140068,"Not Available"
140077,"Not Available"
140080,"Not Available"
140082,"Not Available"
140083,"Not Available"
140084,"Not Available"
140088,"Not Available"
140089,"Not Available"
140091,"Not Available"
140093,"Not Available"
140095,"Not Available"
140100,"Not Available"
140101,"Not Available"
140103,"Not Available"
140110,"Not Available"
140113,"Not Available"
140114,"Not Available"
140115,"Not Available"
140116,88
140117,"Not Available"
140119,"Not Available"
140120,"Not Available"
140122,"Not Available"
140124,"Not Available"
140125,"Not Available"
140127,"Not Available"
140130,"Not Available"
140133,"Not Available"
140135,"Not Available"
140137,"Not Available"
140143,"Not Available"
140145,"Not Available"
140147,"Not Available"
140148,"Not Available"
140150,"Not Available"
140155,"Not Available"
140158,"Not Available"
140160,"Not Available"
140161,"Not Available"
140162,"Not Available"
140164,"Not Available"
140166,67
140167,"Not Available"
140172,91
140174,"Not Available"
140177,"Not Available"
140179,69
140180,"Not Available"
140181,"Not Available"
140182,"Not Available"
140184,"Not Available"
140185,82
140186,"Not Available"
140187,"Not Available"
140189,"Not Available"
140191,"Not Available"
140197,"Not Available"
140200,"Not Available"
140202,"Not Available"
140206,"Not Available"
140208,"Not Available"
140209,"Not Available"
140210,50
140211,"Not Available"
140213,"Not Available"
140217,"Not Available"
140223,"Not Available"
140224,"Not Available"
140228,"Not Available"
140231,"Not Available"
140233,"Not Available"
140234,83
140239,"Not Available"
140240,"Not Available"
140242,"Not Available"
140251,"Not Available"
140252,"Not Available"
140258,"Not Available"
140275,"Not Available"
140276,"Not Available"
140280,84
140281,"Not Available"
140286,100
140288,62
140289,82
140290,"Not Available"
140291,"Not Available"
140292,"Not Available"
140294,"Not Available"
140300,"Not Available"
140304,"Not Available"
141300,"Not Available"
141301,"Not Available"
141302,"Not Available"
141303,"Not Available"
141304,"Not Available"
141305,"Not Available"
141306,"Not Available"
141307,"Not Available"
141308,"Not Available"
141309,"Not Available"
141310,"Not Available"
141311,"Not Available"
141312,"Not Available"
141313,"Not Available"
141315,"Not Available"
141316,"Not Available"
141317,"Not Available"
141318,"Not Available"
141319,"Not Available"
141320,"Not Available"
141321,"Not Available"
141322,"Not Available"
141323,"Not Available"
141324,"Not Available"
141325,"Not Available"
141326,"Not Available"
141327,"Not Available"
141328,"Not Available"
141329,"Not Available"
141330,"Not Available"
141331,"Not Available"
141332,"Not Available"
141333,"Not Available"
141334,"Not Available"
141335,"Not Available"
141336,"Not Available"
141337,"Not Available"
141338,"Not Available"
141339,"Not Available"
141340,"Not Available"
141341,"Not Available"
141342,"Not Available"
141343,"Not Available"
141344,"Not Available"
141345,"Not Available"
141346,"Not Available"
141347,"Not Available"
141348,"Not Available"
141349,"Not Available"
141350,"Not Available"
141351,"Not Available"
143300,"Not Available"
143301,"Not Available"
143302,"Not Available"
150001,"Not Available"
150002,"Not Available"
150004,"Not Available"
150005,"Not Available"
150006,"Not Available"
150007,"Not Available"
150008,"Not Available"
150009,"Not Available"
150010,"Not Available"
150011,"Not Available"
150012,"Not Available"
150015,"Not Available"
150017,"Not Available"
150018,"Not Available"
150021,"Not Available"
150022,"Not Available"
150023,"Not Available"
150024,"Not Available"
150026,91
150029,"Not Available"
150030,"Not Available"
150034,"Not Available"
150035,"Not Available"
150037,"Not Available"
150042,"Not Available"
150044,73
150045,"Not Available"
150046,"Not Available"
150047,"Not Available"
150048,77
150051,67
150056,"Not Available"
150057,"Not Available"
150058,"Not Available"
150059,"Not Available"
150061,"Not Available"
150065,"Not Available"
150069,"Not Available"
150072,"Not Available"
150074,"Not Available"
150075,"Not Available"
150076,"Not Available"
150082,45
150084,"Not Available"
150086,88
150088,"Not Available"
150089,"Not Available"
150090,"Not Available"
150091,"Not Available"
150097,"Not Available"
150100,"Not Available"
150101,80
150102,"Not Available"
150104,"Not Available"
150109,"Not Available"
150112,94
150113,"Not Available"
150115,"Not Available"
150125,"Not Available"
150126,"Not Available"
150128,"Not Available"
150133,100
150146,"Not Available"
150149,"Not Available"
150150,"Not Available"
150153,"Not Available"
150157,"Not Available"
150158,"Not Available"
150160,"Not Available"
150161,"Not Available"
150162,"Not Available"
150165,"Not Available"
150166,"Not Available"
150167,"Not Available"
150168,"Not Available"
150169,"Not Available"
150172,"Not Available"
150173,"Not Available"
150177,"Not Available"
150179,"Not Available"
150181,"Not Available"
150183,"Not Available"
151300,"Not Available"
151301,"Not Available"
151302,"Not Available"
151303,"Not Available"
151304,"Not Available"
151305,"Not Available"
151306,"Not Available"
151307,"Not Available"
151308,"Not Available"
151309,"Not Available"
151310,"Not Available"
151311,"Not Available"
151312,"Not Available"
151313,"Not Available"
151314,"Not Available"
151315,"Not Available"
151316,"Not Available"
151317,"Not Available"
151318,"Not Available"
151319,"Not Available"
151320,"Not Available"
151322,"Not Available"
151323,"Not Available"
151324,"Not Available"
151325,"Not Available"
151326,"Not Available"
151327,"Not Available"
151328,"Not Available"
151329,"Not Available"
151330,"Not Available"
151331,"Not Available"
151332,"Not Available"
151333,"Not Available"
151334,"Not Available"
151335,"Not Available"
160001,83
160005,"Not Available"
160008,"Not Available"
160013,"Not Available"
160016,"Not Available"
160028,"Not Available"
160029,"Not Available"
160030,"Not Available"
160032,"Not Available"
160033,96
160040,"Not Available"
160045,50
160047,"Not Available"
160057,"Not Available"
160058,"Not Available"
160064,"Not Available"
160067,"Not Available"
160069,69
160079,"Not Available"
160080,80
160082,75
160083,"Not Available"
160089,"Not Available"
160101,"Not Available"
160104,"Not Available"
160110,"Not Available"
160112,"Not Available"
160117,"Not Available"
160122,"Not Available"
160124,"Not Available"
160146,"Not Available"
160147,"Not Available"
160153,"Not Available"
161300,"Not Available"
161301,"Not Available"
161302,"Not Available"
161303,"Not Available"
161304,"Not Available"
161305,"Not Available"
161306,27
161307,"Not Available"
161308,"Not Available"
161309,"Not Available"
161310,"Not Available"
161311,"Not Available"
161312,"Not Available"
161313,"Not Available"
161314,"Not Available"
161315,"Not Available"
161316,"Not Available"
161317,"Not Available"
161318,"Not Available"
161319,"Not Available"
161320,"Not Available"
161321,"Not Available"
161322,"Not Available"
161323,"Not Available"
161324,"Not Available"
161325,"Not Available"
161326,"Not Available"
161327,"Not Available"
161328,"Not Available"
161329,"Not Available"
161330,"Not Available"
161331,"Not Available"
161332,"Not Available"
161333,"Not Available"
161334,"Not Available"
161335,"Not Available"
161336,"Not Available"
161337,"Not Available"
161338,"Not Available"
161339,"Not Available"
161340,"Not Available"
161341,"Not Available"
161342,"Not Available"
